# CNN to encode/compress amino acids.
# Created on: Sat Nov  9 00:00:00 2019 
# epoch  nr_used_batches  loss  accuracy 
1	 0	 3.3666	 4.1308 
1	 50	 1.2943	 9.1108 
1	 100	 1.0429	 10.1460 
1	 150	 1.2368	 10.0746 
1	 200	 1.1246	 10.9770 
1	 250	 1.0532	 11.8055 
1	 300	 1.1382	 11.6095 
1	 350	 1.2933	 11.2776 
1	 400	 1.1114	 11.9939 
1	 450	 1.0669	 12.7274 
1	 500	 1.2511	 12.4382 
1	 550	 1.1506	 12.8077 
1	 600	 1.1713	 12.9770 
1	 650	 1.0539	 13.6130 
1	 700	 0.9830	 13.3739 
1	 750	 1.0631	 13.1447 
1	 800	 1.0308	 14.3896 
1	 850	 1.1299	 13.7828 
1	 900	 1.0929	 14.1687 
1	 950	 1.0623	 14.0961 
1	 1000	 1.1284	 14.4812 
1	 1050	 1.0143	 14.3977 
1	 1100	 1.0647	 14.5940 
1	 1150	 1.0422	 14.6304 
1	 1200	 1.0856	 15.1252 
1	 1250	 1.0266	 15.5936 
1	 1300	 1.1060	 15.7126 
1	 1350	 1.0651	 15.9354 
1	 1400	 1.1848	 16.6629 
1	 1450	 1.0663	 16.7075 
1	 1500	 1.0342	 17.4785 
1	 1550	 0.9657	 18.8303 
1	 1600	 0.9161	 18.8331 
1	 1650	 1.0559	 18.3545 
1	 1700	 1.1084	 18.7070 
1	 1750	 1.1383	 19.5413 
1	 1800	 1.0854	 19.8273 
1	 1850	 0.9306	 20.2295 
1	 1900	 0.9452	 20.2470 
1	 1950	 1.0171	 20.4425 
1	 2000	 1.0782	 20.9040 
1	 2050	 1.0434	 20.4982 
1	 2100	 0.8730	 20.7776 
1	 2150	 0.9565	 22.0533 
1	 2200	 0.9081	 21.7153 
1	 2250	 0.9371	 22.4227 
1	 2300	 0.9082	 22.7389 
1	 2350	 0.9949	 23.0601 
1	 2400	 0.9193	 22.8845 
1	 2450	 1.0087	 22.7116 
1	 2500	 1.0002	 23.9787 
1	 2550	 0.9769	 23.5781 
1	 2600	 0.9307	 23.6263 
1	 2650	 1.0179	 23.5581 
1	 2700	 0.9070	 24.8625 
1	 2750	 0.9018	 24.3615 
1	 2800	 0.9202	 24.6255 
1	 2850	 0.9234	 24.5029 
1	 2900	 0.9782	 24.9754 
1	 2950	 0.8672	 25.6620 
1	 3000	 0.9694	 25.6463 
1	 3050	 0.9370	 25.7096 
1	 3100	 0.9521	 25.3416 
1	 3150	 1.0293	 25.2687 
1	 3200	 1.0742	 25.6287 
1	 3250	 1.0097	 25.9015 
1	 3300	 0.9863	 26.2850 
1	 3350	 0.9180	 26.9223 
1	 3400	 0.8406	 28.1295 
1	 3450	 0.9899	 27.6528 
1	 3500	 0.9624	 27.7371 
1	 3550	 0.8975	 27.2925 
1	 3600	 0.8585	 29.1280 
1	 3650	 0.9336	 28.6336 
1	 3700	 0.8247	 28.5074 
1	 3750	 0.8995	 29.1307 
1	 3800	 0.9258	 28.7652 
1	 3850	 0.8504	 28.9767 
1	 3900	 0.8809	 29.2664 
1	 3950	 0.9403	 29.0507 
1	 4000	 0.8514	 29.2550 
1	 4050	 0.9920	 28.8064 
1	 4100	 0.8690	 29.7755 
1	 4150	 0.9059	 29.5415 
1	 4200	 0.9631	 29.7079 
1	 4250	 0.8454	 30.4133 
1	 4300	 0.9239	 29.9571 
1	 4350	 0.9240	 29.7998 
1	 4400	 0.8601	 30.7927 
1	 4450	 0.9355	 29.9489 
1	 4500	 0.9759	 30.0244 
1	 4550	 0.8154	 31.3431 
1	 4600	 0.8460	 31.2419 
1	 4650	 0.8673	 30.6757 
1	 4700	 0.8267	 31.3926 
1	 4750	 0.9063	 31.0325 
1	 4800	 0.8064	 31.4051 
1	 4850	 0.9177	 31.0991 
1	 4900	 0.8700	 30.7400 
1	 4950	 0.8546	 31.9936 
1	 5000	 0.9155	 31.4334 
1	 5050	 0.9394	 32.0612 
1	 5100	 0.7820	 32.1872 
1	 5150	 0.8101	 32.4327 
1	 5200	 0.8582	 32.9517 
1	 5250	 0.8237	 32.9854 
1	 5300	 0.8157	 32.6096 
1	 5350	 0.7794	 33.4615 
1	 5400	 0.8517	 32.6916 
1	 5450	 0.7710	 33.8513 
1	 5500	 0.8829	 32.7151 
1	 5550	 0.8236	 33.2289 
1	 5600	 0.8413	 33.3844 
1	 5650	 0.9550	 32.6449 
1	 5700	 0.7936	 33.9674 
1	 5750	 0.8945	 32.7262 
1	 5800	 0.7142	 34.3109 
1	 5850	 0.7523	 33.7581 
1	 5900	 0.8158	 33.5330 
1	 5950	 0.7868	 34.3425 
1	 6000	 0.7699	 34.4597 
1	 6050	 0.7577	 34.6437 
1	 6100	 0.7319	 35.3818 
1	 6150	 0.7450	 35.5060 
1	 6200	 0.8616	 34.2852 
1	 6250	 0.8469	 33.6791 
1	 6300	 0.7742	 35.3205 
1	 6350	 0.8143	 34.6295 
1	 6400	 0.7938	 35.1439 
1	 6450	 0.7708	 35.7113 
1	 6500	 0.8895	 35.2816 
1	 6550	 0.7872	 35.5108 
1	 6600	 0.7368	 35.3979 
1	 6650	 0.8457	 35.5058 
1	 6700	 0.7101	 35.6787 
1	 6750	 0.7980	 36.2106 
1	 6800	 0.8206	 36.5441 
1	 6850	 0.8100	 35.9321 
1	 6900	 0.7746	 36.8971 
1	 6950	 0.7686	 37.3161 
1	 7000	 0.6538	 37.8475 
1	 7050	 0.7527	 37.0141 
1	 7100	 0.8261	 36.2017 
1	 7150	 0.7798	 36.5239 
1	 7200	 0.7732	 36.2116 
1	 7250	 0.7553	 37.2369 
1	 7300	 0.7182	 37.3659 
1	 7350	 0.8437	 37.2898 
1	 7400	 0.8088	 38.3036 
1	 7450	 0.8220	 37.1961 
1	 7500	 0.8216	 37.2481 
1	 7550	 0.6255	 39.0743 
1	 7600	 0.8210	 37.7149 
1	 7650	 0.8319	 37.8659 
1	 7700	 0.8079	 38.6351 
1	 7750	 0.7839	 38.4312 
1	 7800	 0.8001	 38.0772 
1	 7850	 0.6616	 39.1495 
1	 7900	 0.7925	 38.7631 
1	 7950	 0.6895	 38.8258 
1	 8000	 0.8059	 38.7398 
1	 8050	 0.7534	 38.1714 
1	 8100	 0.8057	 38.9289 
1	 8150	 0.7482	 38.7449 
1	 8200	 0.6512	 39.6403 
1	 8250	 0.7870	 39.4336 
1	 8300	 0.7118	 39.6099 
1	 8350	 0.7282	 39.3085 
1	 8400	 0.6960	 39.5779 
1	 8450	 0.6990	 39.7656 
1	 8500	 0.7267	 39.9716 
1	 8550	 0.7429	 39.8318 
1	 8600	 0.6669	 41.0394 
1	 8650	 0.6419	 39.9954 
1	 8700	 0.7999	 39.6140 
1	 8750	 0.7464	 40.2034 
1	 8800	 0.7768	 40.1922 
1	 8850	 0.7461	 40.5378 
1	 8900	 0.6687	 41.1105 
1	 8950	 0.8287	 39.8904 
1	 9000	 0.7141	 40.6556 
1	 9050	 0.7134	 40.9697 
1	 9100	 0.7151	 40.2196 
1	 9150	 0.7333	 41.1082 
1	 9200	 0.8085	 39.9567 
1	 9250	 0.8086	 40.7539 
1	 9300	 0.6949	 41.7769 
1	 9350	 0.7651	 41.2541 
1	 9400	 0.6618	 42.3545 
1	 9450	 0.7349	 40.1466 
1	 9500	 0.6020	 41.9387 
1	 9550	 0.6785	 40.7118 
1	 9600	 0.7244	 40.8145 
1	 9650	 0.7014	 41.7742 
1	 9700	 0.7437	 40.4779 
1	 9750	 0.6749	 42.1256 
1	 9800	 0.6732	 41.9706 
1	 9850	 0.6598	 42.2543 
1	 9900	 0.6972	 41.2987 
1	 9950	 0.6978	 42.2391 
1	 10000	 0.7118	 42.0611 
1	 10050	 0.6044	 42.3644 
1	 10100	 0.6859	 41.4728 
1	 10150	 0.7119	 42.1418 
1	 10200	 0.6963	 42.8649 
1	 10250	 0.7041	 42.8192 
1	 10300	 0.6684	 42.6829 
1	 10350	 0.7378	 42.6371 
1	 10400	 0.5911	 43.4069 
1	 10450	 0.7499	 42.5894 
1	 10500	 0.6055	 43.4332 
1	 10550	 0.6399	 43.0177 
1	 10600	 0.7585	 41.7191 
1	 10650	 0.6688	 43.4601 
1	 10700	 0.6585	 43.1467 
1	 10750	 0.7273	 42.8827 
1	 10800	 0.7216	 42.8401 
1	 10850	 0.7838	 42.3322 
1	 10900	 0.6451	 42.6427 
1	 10950	 0.6468	 42.0729 
1	 11000	 0.6814	 42.7478 
1	 11050	 0.6571	 44.1743 
1	 11100	 0.6327	 43.7772 
1	 11150	 0.6992	 43.1322 
1	 11200	 0.7851	 42.5676 
1	 11250	 0.7436	 42.6667 
1	 11300	 0.6144	 43.9713 
1	 11350	 0.6035	 43.9820 
1	 11400	 0.6488	 43.7742 
1	 11450	 0.6489	 43.0155 
1	 11500	 0.5715	 44.5630 
1	 11550	 0.6916	 43.7980 
1	 11600	 0.6335	 44.4916 
1	 11650	 0.6412	 44.0404 
1	 11700	 0.5723	 44.7210 
1	 11750	 0.6531	 43.5834 
1	 11800	 0.6893	 43.6365 
1	 11850	 0.5913	 44.4717 
1	 11900	 0.6528	 44.4180 
1	 11950	 0.7301	 43.9400 
1	 12000	 0.6005	 44.9799 
1	 12050	 0.6509	 44.1588 
1	 12100	 0.6009	 44.4151 
1	 12150	 0.6697	 43.8003 
1	 12200	 0.6734	 43.7445 
1	 12250	 0.6754	 44.8041 
1	 12300	 0.7074	 44.2087 
